[86.8 minutes]	Chunk 15: (pM50~GTSP2160~1) 203171 reads pass barcode filter.
[90.5 minutes]	Chunk 15: (pM66~GTSP2164~1) 203171 reads pass barcode filter.
[90.5 minutes]	Chunk 15: (pM66~GTSP2164~1) 10458 reads pass linker code filter.
[90.5 minutes]	Chunk 15: (pM66~GTSP2164~1) 10309 reads pass all demultiplexing filters.
[90.6 minutes]	Chunk 15: (pM66~GTSP2164~1) 43 reads aligned to the vector and will be removed.
[90.6 minutes]	Chunk 15: (pM66~GTSP2164~1) 10292 reads remain after removing vector aligned reads and synchronizing.
[90.6 minutes]	Chunk 15: (pM66~GTSP2164~1) 290 reads removed by virus read start test filter (10 NTs).
[90.6 minutes]	Chunk 15: (pM66~GTSP2164~1) 290 reads removed after all filters.
[90.9 minutes]	Chunk 15: (pM66~GTSP2164~1) 2 reads remaining after LTR/ITR capture.
[90.9 minutes]	Chunk 15: (pM66~GTSP2164~1) captured random linker ids.
[90.9 minutes]	Chunk 15: (3668) reads remaining after read length filters.
[90.9 minutes]	Chunk 15: (pM66~GTSP2164~1) completed with 3668 reads.
[91.4 minutes]	Chunk 15: (pM66~GTSP2165~1) 203171 reads pass barcode filter.
[91.4 minutes]	Chunk 15: (pM66~GTSP2165~1) 2087 reads pass linker code filter.
[91.4 minutes]	Chunk 15: (pM66~GTSP2165~1) 2053 reads pass all demultiplexing filters.
[91.4 minutes]	Chunk 15: (pM66~GTSP2165~1) 44 reads aligned to the vector and will be removed.
[91.4 minutes]	Chunk 15: (pM66~GTSP2165~1) 2037 reads remain after removing vector aligned reads and synchronizing.
[91.4 minutes]	Chunk 15: (pM66~GTSP2165~1) 116 reads removed by virus read start test filter (10 NTs).
[91.4 minutes]	Chunk 15: (pM66~GTSP2165~1) 116 reads removed after all filters.
[91.5 minutes]	Chunk 15: (pM66~GTSP2165~1) 2 reads remaining after LTR/ITR capture.
[91.5 minutes]	Chunk 15: (pM66~GTSP2165~1) captured random linker ids.
[91.5 minutes]	Chunk 15: (1189) reads remaining after read length filters.
[91.5 minutes]	Chunk 15: (pM66~GTSP2165~1) completed with 1189 reads.
[92.0 minutes]	Chunk 15: (pLinus~GTSP2166~1) 203171 reads pass barcode filter.
[92.0 minutes]	Chunk 15: (pLinus~GTSP2166~1) 14865 reads pass linker code filter.
[92.0 minutes]	Chunk 15: (pLinus~GTSP2166~1) 14701 reads pass all demultiplexing filters.
[92.2 minutes]	Chunk 15: (pLinus~GTSP2166~1) 8 reads aligned to the vector and will be removed.
[92.2 minutes]	Chunk 15: (pLinus~GTSP2166~1) 14697 reads remain after removing vector aligned reads and synchronizing.
[92.2 minutes]	Chunk 15: (pLinus~GTSP2166~1) 609 reads removed by virus read start test filter (10 NTs).
[92.2 minutes]	Chunk 15: (pLinus~GTSP2166~1) 609 reads removed after all filters.
[92.5 minutes]	Chunk 15: (pLinus~GTSP2166~1) 2 reads remaining after LTR/ITR capture.
[92.6 minutes]	Chunk 15: (pLinus~GTSP2166~1) captured random linker ids.
[92.6 minutes]	Chunk 15: (7834) reads remaining after read length filters.
[92.6 minutes]	Chunk 15: (pLinus~GTSP2166~1) completed with 7834 reads.
[93.0 minutes]	Chunk 15: (pLinus~GTSP2167~1) 203171 reads pass barcode filter.
[93.0 minutes]	Chunk 15: (pLinus~GTSP2167~1) 12302 reads pass linker code filter.
[93.0 minutes]	Chunk 15: (pLinus~GTSP2167~1) 12155 reads pass all demultiplexing filters.
[93.1 minutes]	Chunk 15: (pLinus~GTSP2167~1) 0 reads aligned to the vector and will be removed.
[93.1 minutes]	Chunk 15: (pLinus~GTSP2167~1) 12155 reads remain after removing vector aligned reads and synchronizing.
[93.1 minutes]	Chunk 15: (pLinus~GTSP2167~1) 687 reads removed by virus read start test filter (10 NTs).
[93.1 minutes]	Chunk 15: (pLinus~GTSP2167~1) 687 reads removed after all filters.
[93.5 minutes]	Chunk 15: (pLinus~GTSP2167~1) 2 reads remaining after LTR/ITR capture.
[93.5 minutes]	Chunk 15: (pLinus~GTSP2167~1) captured random linker ids.
[93.5 minutes]	Chunk 15: (8391) reads remaining after read length filters.
[93.5 minutes]	Chunk 15: (pLinus~GTSP2167~1) completed with 8391 reads.
[93.9 minutes]	Chunk 15: (pLinus~GTSP2168~1) 203171 reads pass barcode filter.
[94.0 minutes]	Chunk 15: (pLinus~GTSP2168~1) 10863 reads pass linker code filter.
[94.0 minutes]	Chunk 15: (pLinus~GTSP2168~1) 10703 reads pass all demultiplexing filters.
[94.0 minutes]	Chunk 15: (pLinus~GTSP2168~1) 3 reads aligned to the vector and will be removed.
[94.0 minutes]	Chunk 15: (pLinus~GTSP2168~1) 10702 reads remain after removing vector aligned reads and synchronizing.
[94.0 minutes]	Chunk 15: (pLinus~GTSP2168~1) 583 reads removed by virus read start test filter (10 NTs).
[94.0 minutes]	Chunk 15: (pLinus~GTSP2168~1) 583 reads removed after all filters.
[94.4 minutes]	Chunk 15: (pLinus~GTSP2168~1) 2 reads remaining after LTR/ITR capture.
[94.4 minutes]	Chunk 15: (pLinus~GTSP2168~1) captured random linker ids.
[94.4 minutes]	Chunk 15: (5442) reads remaining after read length filters.
[94.4 minutes]	Chunk 15: (pLinus~GTSP2168~1) completed with 5442 reads.
[94.8 minutes]	Chunk 15: (NTC~NTC1~1) 203171 reads pass barcode filter.
[94.8 minutes]	Chunk 15: (NTC~NTC1~1) 1 reads pass linker code filter.
[94.8 minutes]	Chunk 15: (NTC~NTC1~1) 1 reads pass all demultiplexing filters.
[94.8 minutes]	Chunk 15: (NTC~NTC1~1) 0 reads aligned to the vector and will be removed.
[94.8 minutes]	Chunk 15: (NTC~NTC1~1) 1 reads remain after removing vector aligned reads and synchronizing.
[94.8 minutes]	Chunk 15: (NTC~NTC1~1) 1 reads removed by virus read start test filter (10 NTs).
[94.8 minutes]	Chunk 15: (NTC~NTC1~1) 1 reads removed after all filters.
[94.8 minutes]	Chunk 15: (NTC~NTC1~1) No reads remaining after user specified read tests and read synchronization.
[95.3 minutes]	Chunk 15: (pH19~GTSP2169~1) 203171 reads pass barcode filter.
[95.3 minutes]	Chunk 15: (pH19~GTSP2169~1) 5723 reads pass linker code filter.
[95.3 minutes]	Chunk 15: (pH19~GTSP2169~1) 5643 reads pass all demultiplexing filters.
[95.4 minutes]	Chunk 15: (pH19~GTSP2169~1) 28 reads aligned to the vector and will be removed.
[95.4 minutes]	Chunk 15: (pH19~GTSP2169~1) 5630 reads remain after removing vector aligned reads and synchronizing.
[95.4 minutes]	Chunk 15: (pH19~GTSP2169~1) 374 reads removed by virus read start test filter (10 NTs).
[95.4 minutes]	Chunk 15: (pH19~GTSP2169~1) 374 reads removed after all filters.
[95.6 minutes]	Chunk 15: (pH19~GTSP2169~1) 2 reads remaining after LTR/ITR capture.
[95.6 minutes]	Chunk 15: (pH19~GTSP2169~1) captured random linker ids.
[95.6 minutes]	Chunk 15: (2858) reads remaining after read length filters.
[95.6 minutes]	Chunk 15: (pH19~GTSP2169~1) completed with 2858 reads.
[96.0 minutes]	Chunk 15: (pH19~GTSP2170~1) 203171 reads pass barcode filter.
[96.1 minutes]	Chunk 15: (pH19~GTSP2170~1) 6412 reads pass linker code filter.
[96.1 minutes]	Chunk 15: (pH19~GTSP2170~1) 6345 reads pass all demultiplexing filters.
[96.2 minutes]	Chunk 15: (pH19~GTSP2170~1) 59 reads aligned to the vector and will be removed.
[96.2 minutes]	Chunk 15: (pH19~GTSP2170~1) 6316 reads remain after removing vector aligned reads and synchronizing.
[96.2 minutes]	Chunk 15: (pH19~GTSP2170~1) 303 reads removed by virus read start test filter (10 NTs).
[96.2 minutes]	Chunk 15: (pH19~GTSP2170~1) 303 reads removed after all filters.
[96.3 minutes]	Chunk 15: (pH19~GTSP2170~1) 2 reads remaining after LTR/ITR capture.
[96.3 minutes]	Chunk 15: (pH19~GTSP2170~1) captured random linker ids.
[96.3 minutes]	Chunk 15: (3661) reads remaining after read length filters.
[96.3 minutes]	Chunk 15: (pH19~GTSP2170~1) completed with 3661 reads.
[96.8 minutes]	Chunk 15: (pH19~GTSP2171~1) 203171 reads pass barcode filter.
[96.8 minutes]	Chunk 15: (pH19~GTSP2171~1) 27 reads pass linker code filter.
[96.8 minutes]	Chunk 15: (pH19~GTSP2171~1) 26 reads pass all demultiplexing filters.
[96.8 minutes]	Chunk 15: (pH19~GTSP2171~1) 0 reads aligned to the vector and will be removed.
[96.8 minutes]	Chunk 15: (pH19~GTSP2171~1) 26 reads remain after removing vector aligned reads and synchronizing.
[96.8 minutes]	Chunk 15: (pH19~GTSP2171~1) 0 reads removed by virus read start test filter (10 NTs).
[96.8 minutes]	Chunk 15: (pH19~GTSP2171~1) 0 reads removed after all filters.
[96.8 minutes]	Chunk 15: (pH19~GTSP2171~1) 2 reads remaining after LTR/ITR capture.
[96.8 minutes]	Chunk 15: (pH19~GTSP2171~1) captured random linker ids.
[96.8 minutes]	Chunk 15: (22) reads remaining after read length filters.
[96.8 minutes]	Chunk 15: (pH19~GTSP2171~1) completed with 22 reads.
[97.3 minutes]	Chunk 15: (pJ60~GTSP2172~1) 203171 reads pass barcode filter.
[97.3 minutes]	Chunk 15: (pJ60~GTSP2172~1) 15732 reads pass linker code filter.
[97.3 minutes]	Chunk 15: (pJ60~GTSP2172~1) 15488 reads pass all demultiplexing filters.
[97.5 minutes]	Chunk 15: (pJ60~GTSP2172~1) 128 reads aligned to the vector and will be removed.
[97.5 minutes]	Chunk 15: (pJ60~GTSP2172~1) 15445 reads remain after removing vector aligned reads and synchronizing.
[97.5 minutes]	Chunk 15: (pJ60~GTSP2172~1) 796 reads removed by virus read start test filter (10 NTs).
[97.5 minutes]	Chunk 15: (pJ60~GTSP2172~1) 796 reads removed after all filters.
[98.2 minutes]	Chunk 15: (pJ60~GTSP2172~1) 2 reads remaining after LTR/ITR capture.
[98.2 minutes]	Chunk 15: (pJ60~GTSP2172~1) captured random linker ids.
[98.2 minutes]	Chunk 15: (8552) reads remaining after read length filters.
[98.2 minutes]	Chunk 15: (pJ60~GTSP2172~1) completed with 8552 reads.
[98.6 minutes]	Chunk 15: (pJ60~GTSP2173~1) 203171 reads pass barcode filter.
[98.7 minutes]	Chunk 15: (pJ60~GTSP2173~1) 15703 reads pass linker code filter.
[98.7 minutes]	Chunk 15: (pJ60~GTSP2173~1) 15488 reads pass all demultiplexing filters.
[98.8 minutes]	Chunk 15: (pJ60~GTSP2173~1) 166 reads aligned to the vector and will be removed.
[98.8 minutes]	Chunk 15: (pJ60~GTSP2173~1) 15432 reads remain after removing vector aligned reads and synchronizing.
[98.8 minutes]	Chunk 15: (pJ60~GTSP2173~1) 798 reads removed by virus read start test filter (10 NTs).
[98.8 minutes]	Chunk 15: (pJ60~GTSP2173~1) 798 reads removed after all filters.
[99.4 minutes]	Chunk 15: (pJ60~GTSP2173~1) 2 reads remaining after LTR/ITR capture.
[99.4 minutes]	Chunk 15: (pJ60~GTSP2173~1) captured random linker ids.
[99.4 minutes]	Chunk 15: (8933) reads remaining after read length filters.
[99.4 minutes]	Chunk 15: (pJ60~GTSP2173~1) completed with 8933 reads.
[99.8 minutes]	Chunk 15: (pJ60~GTSP2174~1) 203171 reads pass barcode filter.
[99.9 minutes]	Chunk 15: (pJ60~GTSP2174~1) 13507 reads pass linker code filter.
[99.9 minutes]	Chunk 15: (pJ60~GTSP2174~1) 13312 reads pass all demultiplexing filters.
[100.0 minutes]	Chunk 15: (pJ60~GTSP2174~1) 65 reads aligned to the vector and will be removed.
[100.0 minutes]	Chunk 15: (pJ60~GTSP2174~1) 13288 reads remain after removing vector aligned reads and synchronizing.
[100.0 minutes]	Chunk 15: (pJ60~GTSP2174~1) 622 reads removed by virus read start test filter (10 NTs).
[100.0 minutes]	Chunk 15: (pJ60~GTSP2174~1) 622 reads removed after all filters.
[100.3 minutes]	Chunk 15: (pJ60~GTSP2174~1) 2 reads remaining after LTR/ITR capture.
[100.3 minutes]	Chunk 15: (pJ60~GTSP2174~1) captured random linker ids.
[100.4 minutes]	Chunk 15: (6396) reads remaining after read length filters.
[100.4 minutes]	Chunk 15: (pJ60~GTSP2174~1) completed with 6396 reads.
[100.8 minutes]	Chunk 15: (pM06~GTSP2175~1) 203171 reads pass barcode filter.
[100.8 minutes]	Chunk 15: (pM06~GTSP2175~1) 11823 reads pass linker code filter.
[100.8 minutes]	Chunk 15: (pM06~GTSP2175~1) 11588 reads pass all demultiplexing filters.
[101.0 minutes]	Chunk 15: (pM06~GTSP2175~1) 114 reads aligned to the vector and will be removed.
[101.0 minutes]	Chunk 15: (pM06~GTSP2175~1) 11539 reads remain after removing vector aligned reads and synchronizing.
[101.0 minutes]	Chunk 15: (pM06~GTSP2175~1) 685 reads removed by virus read start test filter (10 NTs).
[101.0 minutes]	Chunk 15: (pM06~GTSP2175~1) 685 reads removed after all filters.
[101.4 minutes]	Chunk 15: (pM06~GTSP2175~1) 2 reads remaining after LTR/ITR capture.
[101.4 minutes]	Chunk 15: (pM06~GTSP2175~1) captured random linker ids.
[101.5 minutes]	Chunk 15: (4545) reads remaining after read length filters.
[101.5 minutes]	Chunk 15: (pM06~GTSP2175~1) completed with 4545 reads.
[101.9 minutes]	Chunk 15: (pM06~GTSP2176~1) 203171 reads pass barcode filter.
[101.9 minutes]	Chunk 15: (pM06~GTSP2176~1) 16400 reads pass linker code filter.
[101.9 minutes]	Chunk 15: (pM06~GTSP2176~1) 16099 reads pass all demultiplexing filters.
[102.0 minutes]	Chunk 15: (pM06~GTSP2176~1) 240 reads aligned to the vector and will be removed.
[102.0 minutes]	Chunk 15: (pM06~GTSP2176~1) 16005 reads remain after removing vector aligned reads and synchronizing.
[102.0 minutes]	Chunk 15: (pM06~GTSP2176~1) 786 reads removed by virus read start test filter (10 NTs).
[102.0 minutes]	Chunk 15: (pM06~GTSP2176~1) 786 reads removed after all filters.
[102.5 minutes]	Chunk 15: (pM06~GTSP2176~1) 2 reads remaining after LTR/ITR capture.
[102.5 minutes]	Chunk 15: (pM06~GTSP2176~1) captured random linker ids.
[102.6 minutes]	Chunk 15: (6540) reads remaining after read length filters.
[102.6 minutes]	Chunk 15: (pM06~GTSP2176~1) completed with 6540 reads.
[103.0 minutes]	Chunk 15: (pM06~GTSP2177~1) 203171 reads pass barcode filter.
[103.1 minutes]	Chunk 15: (pM06~GTSP2177~1) 12512 reads pass linker code filter.
[103.1 minutes]	Chunk 15: (pM06~GTSP2177~1) 12349 reads pass all demultiplexing filters.
[103.2 minutes]	Chunk 15: (pM06~GTSP2177~1) 199 reads aligned to the vector and will be removed.
[103.2 minutes]	Chunk 15: (pM06~GTSP2177~1) 12270 reads remain after removing vector aligned reads and synchronizing.
[103.2 minutes]	Chunk 15: (pM06~GTSP2177~1) 487 reads removed by virus read start test filter (10 NTs).
[103.2 minutes]	Chunk 15: (pM06~GTSP2177~1) 487 reads removed after all filters.
[103.7 minutes]	Chunk 15: (pM06~GTSP2177~1) 2 reads remaining after LTR/ITR capture.
[103.7 minutes]	Chunk 15: (pM06~GTSP2177~1) captured random linker ids.
[103.7 minutes]	Chunk 15: (5186) reads remaining after read length filters.
[103.7 minutes]	Chunk 15: (pM06~GTSP2177~1) completed with 5186 reads.
[104.1 minutes]	Chunk 15: (pHO2~GTSP2178~1) 203171 reads pass barcode filter.
[104.2 minutes]	Chunk 15: (pHO2~GTSP2178~1) 8896 reads pass linker code filter.
[104.2 minutes]	Chunk 15: (pHO2~GTSP2178~1) 8756 reads pass all demultiplexing filters.
[104.2 minutes]	Chunk 15: (pHO2~GTSP2178~1) 3 reads aligned to the vector and will be removed.
[104.2 minutes]	Chunk 15: (pHO2~GTSP2178~1) 8755 reads remain after removing vector aligned reads and synchronizing.
[104.2 minutes]	Chunk 15: (pHO2~GTSP2178~1) 191 reads removed by virus read start test filter (10 NTs).
[104.2 minutes]	Chunk 15: (pHO2~GTSP2178~1) 191 reads removed after all filters.
[104.5 minutes]	Chunk 15: (pHO2~GTSP2178~1) 2 reads remaining after LTR/ITR capture.
[104.5 minutes]	Chunk 15: (pHO2~GTSP2178~1) captured random linker ids.
[104.5 minutes]	Chunk 15: (2307) reads remaining after read length filters.
[104.5 minutes]	Chunk 15: (pHO2~GTSP2178~1) completed with 2307 reads.
[105.0 minutes]	Chunk 15: (pM12~GTSP2179~1) 203171 reads pass barcode filter.
[105.0 minutes]	Chunk 15: (pM12~GTSP2179~1) 6441 reads pass linker code filter.
[105.0 minutes]	Chunk 15: (pM12~GTSP2179~1) 6346 reads pass all demultiplexing filters.
[105.1 minutes]	Chunk 15: (pM12~GTSP2179~1) 9 reads aligned to the vector and will be removed.
[105.1 minutes]	Chunk 15: (pM12~GTSP2179~1) 6343 reads remain after removing vector aligned reads and synchronizing.
[105.1 minutes]	Chunk 15: (pM12~GTSP2179~1) 160 reads removed by virus read start test filter (10 NTs).
[105.1 minutes]	Chunk 15: (pM12~GTSP2179~1) 160 reads removed after all filters.
[105.2 minutes]	Chunk 15: (pM12~GTSP2179~1) 2 reads remaining after LTR/ITR capture.
[105.2 minutes]	Chunk 15: (pM12~GTSP2179~1) captured random linker ids.
[105.2 minutes]	Chunk 15: (1762) reads remaining after read length filters.
[105.2 minutes]	Chunk 15: (pM12~GTSP2179~1) completed with 1762 reads.
[105.6 minutes]	Chunk 15: (NTC~NTC2~1) 203171 reads pass barcode filter.
[105.6 minutes]	Chunk 15: (NTC~NTC2~1) 0 reads pass linker code filter.
[105.6 minutes]	Chunk 15: (NTC~NTC2~1) No reads demultiplexed.
